Time (s),no_pump,no_pump,pump_1557.4654nm,pump_1557.4654nm,no_pump,no_pump,pump_1557.3nm,pump_1557.3nm,pump_1557.6nm,pump_1557.6nm
0.0017000000000000001,0.045359996,0.045359996,1.8292532000000001,1.8292532000000001,0.037946664000000005,0.037946664000000005,1.8083464,1.8083464,2.0517597999999997,2.0517597999999997
0.00175,0.05141333,0.05141333,1.8827998000000001,1.8827998000000001,0.056239996,0.056239996,1.7652796000000002,1.7652796000000002,2.0291196,2.0291196
0.0018000000000000002,0.037519996,0.037519996,1.9246398,1.9246398,0.05277332999999999,0.05277332999999999,1.7826398,1.7826398,2.0517598,2.0517598
0.00185,0.06797333,0.06797333,1.6267998,1.6267998,0.044906664,0.044906664,1.33509332,1.33509332,1.789173,1.789173
0.0019,0.04229333,0.04229333,1.5910666,1.5910666,0.046186664,0.046186664,1.30893346,1.30893346,1.7552534000000002,1.7552534000000002
0.0019500000000000001,0.064506664,0.064506664,1.05770664,1.05770664,0.051439996,0.051439996,0.86223992,0.86223992,1.1482402,1.1482402
0.002,0.05709333,0.05709333,1.03159998,1.03159998,0.04794666399999999,0.04794666399999999,0.83957328,0.83957328,1.1182132,1.1182132
0.00205,0.047973329999999995,0.047973329999999995,0.68975992,0.68975992,0.053626664000000004,0.053626664000000004,0.57045328,0.57045328,0.74637326,0.74637326
0.0021000000000000003,0.047946662,0.047946662,0.6771466,0.6771466,0.058853328,0.058853328,0.5538933,0.5538933,0.7302666,0.7302666
0.00215,0.05405333,0.05405333,0.47250662,0.47250662,0.047546662,0.047546662,0.38498662,0.38498662,0.49818664,0.49818664
0.0022,0.047546664,0.047546664,0.46551995999999995,0.46551995999999995,0.046666664000000004,0.046666664000000004,0.38063996,0.38063996,0.49341328000000007,0.49341328000000007
0.0022500000000000003,0.05319999599999999,0.05319999599999999,0.33575995999999997,0.33575995999999997,0.054479995999999996,0.054479995999999996,0.28133332,0.28133332,0.34925330000000004,0.34925330000000004
0.0023,0.067119996,0.067119996,0.3305333,0.3305333,0.057973330000000003,0.057973330000000003,0.28181332000000003,0.28181332000000003,0.35405328,0.35405328
0.00235,0.034479998,0.034479998,0.24959998,0.24959998,0.048399996,0.048399996,0.20472,0.20472,0.26087998,0.26087998
0.0024000000000000002,0.046666662,0.046666662,0.25914664,0.25914664,0.06101333,0.06101333,0.22210666000000004,0.22210666000000004,0.26261330000000005,0.26261330000000005
0.00245,0.050586662000000004,0.050586662000000004,0.19295995999999999,0.19295995999999999,0.037946664000000005,0.037946664000000005,0.16551996,0.16551996,0.19991998,0.19991998
0.0025,0.05405333,0.05405333,0.20645334,0.20645334,0.049679996,0.049679996,0.18293330000000002,0.18293330000000002,0.21386666000000001,0.21386666000000001
0.00255,0.04925333,0.04925333,0.15941334000000001,0.15941334000000001,0.04447999800000001,0.04447999800000001,0.14157334000000002,0.14157334000000002,0.16202666000000002,0.16202666000000002
0.0026000000000000003,0.05709333,0.05709333,0.17639998,0.17639998,0.042293328000000005,0.042293328000000005,0.15898668,0.15898668,0.17551993999999999,0.17551993999999999
0.00265,0.042293331999999996,0.042293331999999996,0.13549334,0.13549334,0.049279998000000005,0.049279998000000005,0.11239998,0.11239998,0.13594664,0.13594664
0.0027,0.04927999599999999,0.04927999599999999,0.15026666,0.15026666,0.047973331999999994,0.047973331999999994,0.128533338,0.128533338,0.15288,0.15288
0.0027500000000000003,0.053599998,0.053599998,0.11504001999999999,0.11504001999999999,0.05189333,0.05189333,0.11330666,0.11330666,0.11288000000000001,0.11288000000000001
0.0028,0.048853327999999994,0.048853327999999994,0.10805332000000001,0.10805332000000001,0.043626662,0.043626662,0.11762665400000001,0.11762665400000001,0.09933333600000001,0.09933333600000001
0.00285,0.059279996,0.059279996,0.42589328000000004,0.42589328000000004,0.051893329999999994,0.051893329999999994,0.60141326,0.60141326,0.3666933,0.3666933
0.0029000000000000002,0.047093332,0.047093332,0.46117328,0.46117328,0.04098666199999999,0.04098666199999999,0.6331465999999999,0.6331465999999999,0.41327996,0.41327996
0.00295,0.054506664,0.054506664,1.0080801000000001,1.0080801000000001,0.05973333200000001,0.05973333200000001,1.04114668,1.04114668,1.0821066,1.0821066
0.003,0.054053328,0.054053328,1.0272534399999997,1.0272534399999997,0.043173332,0.043173332,1.0590399600000002,1.0590399600000002,1.11648,1.11648
0.00305,0.049306664,0.049306664,1.3598666,1.3598666,0.05101333,0.05101333,1.3215468000000001,1.3215468000000001,1.5096798,1.5096798
0.0031000000000000003,0.048826664000000006,0.048826664000000006,1.3707732,1.3707732,0.04709333,0.04709333,1.332,1.332,1.5231466,1.5231466
0.00315,0.055786666,0.055786666,1.5558132,1.5558132,0.051866661999999994,0.051866661999999994,1.5162132000000001,1.5162132000000001,1.74304,1.74304
0.0032,0.049679996,0.049679996,1.5584264,1.5584264,0.04885333,0.04885333,1.5214132,1.5214132,1.7504265999999997,1.7504265999999997
0.0032500000000000003,0.055359996,0.055359996,1.6319731999999998,1.6319731999999998,0.053173330000000005,0.053173330000000005,1.5898132,1.5898132,1.9085064000000003,1.9085064000000003
0.0033,0.06189333,0.06189333,1.6276532,1.6276532,0.061919996,0.061919996,1.5928532,1.5928532,1.905893,1.905893
0.00335,0.04013333,0.04013333,1.6816266,1.6816266,0.040559996,0.040559996,1.6673065999999999,1.6673065999999999,2.0173596,2.0173596
0.0034000000000000002,0.06319999800000001,0.06319999800000001,1.6794934000000001,1.6794934000000001,0.049706664,0.049706664,1.6550934000000002,1.6550934000000002,2.0086396,2.0086396
0.0034500000000000004,0.032693328,0.032693328,1.7513332,1.7513332,0.046266662,0.046266662,1.719973,1.719973,2.0857332,2.0857332
0.0035,0.05581333200000001,0.05581333200000001,1.7438934,1.7438934,0.052319998,0.052319998,1.7051732000000002,1.7051732000000002,2.08352,2.08352
0.00355,0.048799998,0.048799998,1.7791998,1.7791998,0.044053327999999996,0.044053327999999996,1.7600263999999999,1.7600263999999999,2.1331732,2.1331732
0.0036000000000000003,0.046639995999999996,0.046639995999999996,1.7569864,1.7569864,0.035333329999999996,0.035333329999999996,1.7535198,1.7535198,2.1366663999999997,2.1366663999999997
0.00365,0.053626662000000005,0.053626662000000005,1.7826932,1.7826932,0.05319999799999999,0.05319999799999999,1.7953064,1.7953064,2.1470931999999996,2.1470931999999996
0.0037,0.047973332,0.047973332,1.7830935999999997,1.7830935999999997,0.056666664,0.056666664,1.7804797999999997,1.7804797999999997,2.1401331999999997,2.1401331999999997
0.0037500000000000003,0.054079996,0.054079996,1.8257862,1.8257862,0.03709333,0.03709333,1.7896264000000002,1.7896264000000002,2.1763199999999996,2.1763199999999996
0.0038,0.05493332799999999,0.05493332799999999,1.8484266000000003,1.8484266000000003,0.05538666,0.05538666,1.7883198,1.7883198,2.2085064,2.2085064
0.00385,0.04882666200000001,0.04882666200000001,1.5593065999999998,1.5593065999999998,0.044053327999999996,0.044053327999999996,1.3337598,1.3337598,1.9415996,1.9415996
